list_name_encoded,request_date,rank,title,bestsellers_date,published_date,previous_published_date,list_name,list_display_name,publisher,author,isbn
graphic-books-and-manga,2020-10-01,13,SMILE,2020-10-03,2020-10-18,2020-09-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545132060
graphic-books-and-manga,2020-10-01,14,SISTERS,2020-10-03,2020-10-18,2020-09-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545540605
graphic-books-and-manga,2020-10-01,15,MARCH: BOOK ONE,2020-10-03,2020-10-18,2020-09-01,Graphic Books and Manga,Graphic Books and Manga,Top Shelf,John Lewis and Andrew Aydin,9781603093002
graphic-books-and-manga,2020-11-01,1,CLASS ACT,2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,Quill Tree,Jerry Craft,9780062885500
graphic-books-and-manga,2020-11-01,2,NEW KID,2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,HarperCollins,Jerry Craft,9780062691194
graphic-books-and-manga,2020-11-01,3,"MY HERO ACADEMIA, VOL. 25",2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781974717620
graphic-books-and-manga,2020-11-01,4,THE HORRIFYINGLY HAUNTED HACK-A-WEEN,2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Meredith Rusu,9781338630213
graphic-books-and-manga,2020-11-01,5,GUTS,2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545852500
graphic-books-and-manga,2020-11-01,6,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES,2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M Martin,9781338356144
graphic-books-and-manga,2020-11-01,7,MARCH TRILOGY,2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,Top Shelf,John Lewis and Andrew Aydin,9781603093958
graphic-books-and-manga,2020-11-01,8,"MY HERO ACADEMIA, VOL. 1",2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582696
graphic-books-and-manga,2020-11-01,9,"MY HERO ACADEMIA, VOL. 2",2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582702
graphic-books-and-manga,2020-11-01,10,"AVATAR, THE LAST AIRBENDER: THE SEARCH OMNIBUS",2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,Dark Horse,Gene Luen Yang,9781506721729
graphic-books-and-manga,2020-11-01,11,THROUGH THE MOON,2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Peter Wartman,9781338608816
graphic-books-and-manga,2020-11-01,12,DRAMA,2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545326995
graphic-books-and-manga,2020-11-01,13,INVESTIGATORS: TAKE THE PLUNGE,2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,First Second,John Patrick Green,9781250219985
graphic-books-and-manga,2020-11-01,14,SMILE,2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545132060
graphic-books-and-manga,2020-11-01,15,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1",2020-10-31,2020-11-15,2020-10-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974700523
graphic-books-and-manga,2020-12-01,1,A WEALTH OF PIGEONS,2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,Celadon,Steve Martin and Harry Bliss,9781250262899
graphic-books-and-manga,2020-12-01,2,GUTS,2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545852500
graphic-books-and-manga,2020-12-01,3,NEW KID,2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,HarperCollins,Jerry Craft,9780062691194
graphic-books-and-manga,2020-12-01,4,"MY HERO ACADEMIA, VOL. 1",2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582696
graphic-books-and-manga,2020-12-01,5,CLASS ACT,2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,Quill Tree,Jerry Craft,9780062885500
graphic-books-and-manga,2020-12-01,6,HAPPY NARWHALIDAYS,2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,Tundra,Ben Clanton,9780735262515
graphic-books-and-manga,2020-12-01,7,BLADES OF FREEDOM,2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,Abrams,Nathan Hale,9781419746918
graphic-books-and-manga,2020-12-01,8,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES,2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M Martin,9781338356144
graphic-books-and-manga,2020-12-01,9,SMILE,2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545132060
graphic-books-and-manga,2020-12-01,10,"MY HERO ACADEMIA, VOL. 2",2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582702
graphic-books-and-manga,2020-12-01,11,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1",2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974700523
graphic-books-and-manga,2020-12-01,12,DRAMA,2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545326995
graphic-books-and-manga,2020-12-01,13,SAPIENS: A GRAPHIC HISTORY,2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,Harper Perennial,Yuval Noah Harari and David Vandermeulen,9780063051331
graphic-books-and-manga,2020-12-01,14,"MY HERO ACADEMIA, VOL. 25",2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781974717620
graphic-books-and-manga,2020-12-01,15,BATMAN: THREE JOKERS,2020-11-28,2020-12-13,2020-11-01,Graphic Books and Manga,Graphic Books and Manga,DC Black Label,Geoff Johns,9781779500236
graphic-books-and-manga,2021-01-01,1,CAT KID COMIC CLUB,2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2021-01-01,2,A WEALTH OF PIGEONS,2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,Celadon,Steve Martin and Harry Bliss,9781250262899
graphic-books-and-manga,2021-01-01,3,"MY HERO ACADEMIA, VOL. 1",2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582696
graphic-books-and-manga,2021-01-01,4,GUTS,2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545852500
graphic-books-and-manga,2021-01-01,5,"MY HERO ACADEMIA, VOL. 2",2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582702
graphic-books-and-manga,2021-01-01,6,STRANGE PLANET,2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,Morrow Gift,Nathan W Pyle,9780062970701
graphic-books-and-manga,2021-01-01,7,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1",2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974700523
graphic-books-and-manga,2021-01-01,8,CLASS ACT,2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,Quill Tree,Jerry Craft,9780062885500
graphic-books-and-manga,2021-01-01,9,REMINA,2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Junji Ito,9781974717477
graphic-books-and-manga,2021-01-01,10,SMILE,2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9781338740264
graphic-books-and-manga,2021-01-01,11,NEW KID,2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,HarperCollins,Jerry Craft,9780062691194
graphic-books-and-manga,2021-01-01,12,HAPPY NARWHALIDAYS,2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,Tundra,Ben Clanton,9780735262515
graphic-books-and-manga,2021-01-01,13,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES,2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M Martin,9781338356144
graphic-books-and-manga,2021-01-01,14,"ATTACK ON TITAN, VOL. 1",2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,Kodansha,Hajime Isayama,9781612620244
graphic-books-and-manga,2021-01-01,15,DRAMA,2021-01-02,2021-01-17,2020-12-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545326995
graphic-books-and-manga,2021-02-01,1,CAT KID COMIC CLUB,2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2021-02-01,2,"MY HERO ACADEMIA, VOL. 26",2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781974719778
graphic-books-and-manga,2021-02-01,3,BABY-SITTERS LITTLE SISTER: KAREN'S WORST DAY,2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M Martin,9781338356182
graphic-books-and-manga,2021-02-01,4,NEW KID,2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,HarperCollins,Jerry Craft,9780062691194
graphic-books-and-manga,2021-02-01,5,GUTS,2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545852500
graphic-books-and-manga,2021-02-01,6,CLASS ACT,2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,Quill Tree,Jerry Craft,9780062885500
graphic-books-and-manga,2021-02-01,7,"JUJUTSU KAISEN, VOL. 1",2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Gege Akutami,9781974710027
graphic-books-and-manga,2021-02-01,8,THEY CALLED US ENEMY,2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,Top Shelf Productions,"George Takei, Justin Eisinger and Steven Scott",9781603094504
graphic-books-and-manga,2021-02-01,9,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1",2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974700523
graphic-books-and-manga,2021-02-01,10,"ATTACK ON TITAN, VOL. 1",2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,Kodansha,Hajime Isayama,9781612620244
graphic-books-and-manga,2021-02-01,11,SMILE,2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9781338740264
graphic-books-and-manga,2021-02-01,12,"MY HERO ACADEMIA, VOL. 1",2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582696
graphic-books-and-manga,2021-02-01,13,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES,2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M Martin,9781338356144
graphic-books-and-manga,2021-02-01,14,"MY HERO ACADEMIA, VOL. 2",2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582702
graphic-books-and-manga,2021-02-01,15,DRAMA,2021-01-30,2021-02-14,2021-01-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Raina Telgemeier,9780545326995
graphic-books-and-manga,2021-03-01,1,CAT KID COMIC CLUB,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2021-03-01,2,CLAUDIA AND THE NEW GIRL,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338304572
graphic-books-and-manga,2021-03-01,3,GRIME AND PUNISHMENT,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338535624
graphic-books-and-manga,2021-03-01,4,IN LOVE & PAJAMAS,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,Andrews McMeel,Catana Chetwynd,9781524864712
graphic-books-and-manga,2021-03-01,5,THE DARK SECRET,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Tui T. Sutherland.,9781338344219
graphic-books-and-manga,2021-03-01,6,FETCH-22,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338323214
graphic-books-and-manga,2021-03-01,7,NEW KID,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,HarperCollins,Jerry Craft,9780062691194
graphic-books-and-manga,2021-03-01,8,FOR WHOM THE BALL ROLLS,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236590
graphic-books-and-manga,2021-03-01,9,BRAWL OF THE WILD,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236576
graphic-books-and-manga,2021-03-01,10,"MY HERO ACADEMIA, VOL. 1",2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582696
graphic-books-and-manga,2021-03-01,11,THE TWISTED ONES,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Scott Cawthon and Kira Breed-Wrisley.,9781338629767
graphic-books-and-manga,2021-03-01,12,LORD OF THE FLEAS,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9780545935173
graphic-books-and-manga,2021-03-01,13,LOGAN LIKES MARY ANNE!,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338304541
graphic-books-and-manga,2021-03-01,14,GINA — THE GIRL WHO BROKE THE WORLD,2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,Random House,Judd Winick,9780525644095
graphic-books-and-manga,2021-03-01,15,"THE PROMISED NEVERLAND, VOL. 1",2021-02-27,2021-03-14,2021-02-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kaiu Shirai.,9781421597126
graphic-books-and-manga,2021-04-01,1,MOTHERING HEIGHTS,2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338680454
graphic-books-and-manga,2021-04-01,2,CAT KID COMIC CLUB,2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2021-04-01,3,GRIME AND PUNISHMENT,2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338535624
graphic-books-and-manga,2021-04-01,4,CLAUDIA AND THE NEW GIRL,2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338304572
graphic-books-and-manga,2021-04-01,5,FOR WHOM THE BALL ROLLS,2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236590
graphic-books-and-manga,2021-04-01,6,THE DARK SECRET,2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Tui T. Sutherland.,9781338344219
graphic-books-and-manga,2021-04-01,7,FETCH-22,2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338323214
graphic-books-and-manga,2021-04-01,8,"CHAINSAW MAN, VOL. 1",2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974709939
graphic-books-and-manga,2021-04-01,9,THE TWISTED ONES,2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Scott Cawthon and Kira Breed-Wrisley.,9781338629767
graphic-books-and-manga,2021-04-01,10,BRAWL OF THE WILD,2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236576
graphic-books-and-manga,2021-04-01,11,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1",2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974700523
graphic-books-and-manga,2021-04-01,12,"MY HERO ACADEMIA, VOL. 1",2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582696
graphic-books-and-manga,2021-04-01,13,NEW KID,2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,HarperCollins,Jerry Craft,9780062691194
graphic-books-and-manga,2021-04-01,14,"MY HERO ACADEMIA, VOL. 2",2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582702
graphic-books-and-manga,2021-04-01,15,DOG MAN AND CAT KID,2021-04-03,2021-04-18,2021-03-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9780545935180
graphic-books-and-manga,2021-05-01,1,MOTHERING HEIGHTS,2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338680454
graphic-books-and-manga,2021-05-01,2,CAT KID COMIC CLUB,2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2021-05-01,3,GRIME AND PUNISHMENT,2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338535624
graphic-books-and-manga,2021-05-01,4,FGTEEV SAVES THE WORLD!,2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,HarperAlley,FGTeeV.,9780063042636
graphic-books-and-manga,2021-05-01,5,"MY HERO ACADEMIA, VOL. 27",2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781974721016
graphic-books-and-manga,2021-05-01,6,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1",2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974700523
graphic-books-and-manga,2021-05-01,7,CLAUDIA AND THE NEW GIRL,2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338304572
graphic-books-and-manga,2021-05-01,8,"CHAINSAW MAN, VOL. 4",2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974717279
graphic-books-and-manga,2021-05-01,9,"CHAINSAW MAN, VOL. 2",2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974709946
graphic-books-and-manga,2021-05-01,10,FOR WHOM THE BALL ROLLS,2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236590
graphic-books-and-manga,2021-05-01,11,THE TWISTED ONES,2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Scott Cawthon and Kira Breed-Wrisley.,9781338629767
graphic-books-and-manga,2021-05-01,12,"JUJUTSU KAISEN, VOL. 9",2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Gege Akutami,9781974718726
graphic-books-and-manga,2021-05-01,13,THE DARK SECRET,2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Tui T. Sutherland.,9781338344219
graphic-books-and-manga,2021-05-01,14,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 2",2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974700530
graphic-books-and-manga,2021-05-01,15,"SPY X FAMILY, VOL. 1",2021-05-01,2021-05-16,2021-04-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuya Endo,9781974715466
graphic-books-and-manga,2021-06-01,1,MOTHERING HEIGHTS,2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338680454
graphic-books-and-manga,2021-06-01,2,CAT KID COMIC CLUB,2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2021-06-01,3,GRIME AND PUNISHMENT,2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338535624
graphic-books-and-manga,2021-06-01,4,CLAUDIA AND THE NEW GIRL,2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338304572
graphic-books-and-manga,2021-06-01,5,"ATTACK ON TITAN, 33",2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,Kodansha,Hajime Isayama,9781646510269
graphic-books-and-manga,2021-06-01,6,FGTEEV SAVES THE WORLD!,2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,HarperAlley,FGTeeV.,9780063042636
graphic-books-and-manga,2021-06-01,7,BRAWL OF THE WILD,2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236576
graphic-books-and-manga,2021-06-01,8,FOR WHOM THE BALL ROLLS,2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236590
graphic-books-and-manga,2021-06-01,9,FETCH-22,2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338323214
graphic-books-and-manga,2021-06-01,10,WHEN STARS ARE SCATTERED,2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,Dial,Victoria Jamieson and Omar Mohamed.,9780525553908
graphic-books-and-manga,2021-06-01,11,TRULY TYLER,2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,Balzer + Bray,Terri Libenson,9780062894564
graphic-books-and-manga,2021-06-01,12,"MY HERO ACADEMIA, VOL. 1",2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781421582696
graphic-books-and-manga,2021-06-01,13,NEW KID,2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,HarperCollins,Jerry Craft,9780062691194
graphic-books-and-manga,2021-06-01,14,THE SECRET TO SUPERHUMAN STRENGTH,2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,Houghton Mifflin Harcourt,Alison Bechdel,9780544387652
graphic-books-and-manga,2021-06-01,15,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 8",2021-05-29,2021-06-13,2021-05-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974704422
graphic-books-and-manga,2021-07-01,1,MOTHERING HEIGHTS,2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338680454
graphic-books-and-manga,2021-07-01,2,"MY HERO ACADEMIA, VOL. 28",2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Kohei Horikoshi,9781974722884
graphic-books-and-manga,2021-07-01,3,GRIME AND PUNISHMENT,2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338535624
graphic-books-and-manga,2021-07-01,4,CAT KID COMIC CLUB,2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338712766
graphic-books-and-manga,2021-07-01,5,"CHAINSAW MAN, VOL. 5",2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Tatsuki Fujimoto,9781974719228
graphic-books-and-manga,2021-07-01,6,"JUJUTSU KAISEN, VOL. 10",2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Gege Akutami,9781974720750
graphic-books-and-manga,2021-07-01,7,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 22",2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,VIZ Media,Koyoharu Gotouge,9781974723416
graphic-books-and-manga,2021-07-01,8,FOR WHOM THE BALL ROLLS,2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338236590
graphic-books-and-manga,2021-07-01,9,FETCH-22,2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Dav Pilkey,9781338323214
graphic-books-and-manga,2021-07-01,10,CLAUDIA AND THE NEW GIRL,2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Ann M. Martin.,9781338304572
graphic-books-and-manga,2021-07-01,11,THE TWISTED ONES,2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,Scholastic,Scott Cawthon and Kira Breed-Wrisley.,9781338629767
graphic-books-and-manga,2021-07-01,12,NEW KID,2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,HarperCollins,Jerry Craft,9780062691194
graphic-books-and-manga,2021-07-01,13,TRULY TYLER,2021-07-03,2021-07-18,2021-06-01,Graphic Books and Manga,Graphic Books and Manga,Balzer + Bray,Terri Libenson,9780062894564
